86,2015-06-12,6,25128,4602116947,69967,395040906038,730,46547495
87,2019-01-12,11,930700,4186786183,30190,267581781065,2574,61685907
88,2018-09-17,4,983024,2202146225,93653,172962629876,3859,45760854
89,2016-04-10,3,544699,2346054551,33710,495057702938,4077,6663680
90,2018-07-20,2,179328,1542107689,26201,480957218734,3745,53855809
91,2016-03-23,9,672637,4554300036,63359,761803866384,2026,66625109
92,2015-11-24,3,670256,147920140,76084,909492708939,1055,46853772
93,2019-12-20,9,579535,666339714,69701,270049778400,5849,38170067
94,2016-08-16,11,713139,1649082875,36509,345876176326,2511,90497839
95,2019-07-02,11,86094,4066591498,41233,219233949938,5107,29987225
96,2018-01-03,5,423119,2886466156,80789,396559939716,1603,7350430
97,2015-01-22,3,744775,4767652897,23855,455693990900,1655,68193164
98,2018-11-24,14,690935,4021198529,50760,602395047904,992,65063002
99,2020-07-03,3,762200,972069370,49266,284537929516,4153,81593826
100,2016-08-19,7,270800,4158050268,69426,969257492054,5337,11881428
101,2015-09-18,10,509307,1517148932,44738,887105556893,3817,18545322
102,2019-06-28,6,634764,4906415614,48148,602831382412,4427,75172328
103,2016-08-14,3,112014,2726900630,63643,434729380614,4482,27544645
104,2017-05-23,5,46782,3089317191,41977,471632201851,4044,65328905
105,2016-06-09,9,886187,757294548,44996,305874065824,4228,30557038
106,2015-03-01,4,434380,3023183636,22153,640533328106,2998,11923416
107,2018-04-30,1,140581,3433122596,33935,388813051766,5589,86553000
108,2020-12-22,2,141232,555834936,76002,353062758640,1771,469886
109,2016-02-28,12,204923,2144837901,66355,978844513435,1683,24320602
110,2017-05-18,3,429460,2734089502,27323,194602966043,246,64448610
111,2019-11-21,1,381638,3258478731,72006,312717203414,843,27385861
112,2019-04-18,7,375909,615483255,86935,927637230446,1885,47671218
113,2015-05-05,9,537387,4373734507,42858,241186487159,2459,76248282
114,2017-06-25,8,250561,1648968197,63139,79898389011,5483,16285665
115,2016-09-13,6,269933,1330696003,28523,484452787443,2905,74957829
116,2020-04-29,10,111397,2745891279,75230,49872510576,4419,88514601
117,2020-03-04,7,953923,227202339,51547,33014430586,2477,17795211
118,2016-10-02,2,787488,80912048,33498,389544969852,788,28147221
119,2019-02-03,10,165107,688606997,54145,136045601258,1122,66852861
120,2017-09-25,5,607802,4457532274,51983,632473774883,2306,20610329
121,2017-11-21,7,635156,4781021027,69812,815223509497,1614,81013433
122,2018-01-12,7,862697,3699197716,44081,552764747705,1795,82417103
123,2019-04-09,9,234184,3055164143,27880,326249259752,5685,89471280
124,2019-09-17,6,967804,2890568271,52992,638225239327,980,50084903
125,2020-07-15,6,774354,1895115739,12548,459303394920,5367,60307427
126,2018-09-26,7,780047,1086493280,36617,662057291027,4912,67171925
127,2019-02-11,6,428919,2995210426,83227,735457864360,4331,81605174
128,2015-11-18,10,467612,893929131,94719,256156181517,3013,60031654
129,2018-05-16,10,50303,849836013,49294,357705664069,2743,43441206
130,2019-11-17,12,289669,671309721,41918,476771882333,5737,31773989
131,2018-12-03,5,409485,1976821427,89363,771432824991,4368,13625926
132,2017-03-03,11,181814,4635755177,10119,51683634997,74,84740934
133,2015-07-24,3,331259,3067187204,90459,191130780738,4265,22902102
134,2017-08-21,14,960189,4342700494,41521,416117226133,5110,3855487
135,2017-09-17,10,550713,174877378,79201,469968017551,1933,73612269
136,2015-09-01,14,64387,2101862004,16970,335458524133,4140,33370298
137,2016-01-12,11,534344,2231837321,56021,724429418959,3400,39730028
138,2016-03-29,8,321150,834053498,42648,720107832457,4674,4552751
139,2015-08-05,4,685643,1960323780,61222,231117088312,5074,2073249
140,2015-10-28,7,31542,542432358,18369,901859992452,553,83874878
141,2018-06-19,3,605984,2568400103,17389,584534968589,2502,96524830
142,2019-06-01,9,443235,1891475512,52582,657822704746,4135,78651709
143,2018-04-21,2,982022,771981154,81623,914095925040,1224,17797443
144,2020-03-25,3,44444,3951128590,37716,506596485538,1510,10582142
145,2017-05-04,4,678750,2186712107,44488,882449486927,766,6297500
146,2020-05-10,5,443635,4809764992,47810,417707625702,5027,69355237
147,2017-08-18,9,19337,2181305713,99604,447789448009,335,16671096
148,2019-07-16,8,69982,2017846908,62388,74111345191,5692,92311792
149,2018-10-02,3,782499,2079652875,17936,265928335135,2552,33041747
150,2019-08-23,13,907295,1360917219,64877,194280590431,2796,35433545
151,2015-01-22,12,176991,3618010136,76132,761298033392,2230,54613001
152,2017-04-06,3,449243,2621130877,83413,281828559971,278,91366328
153,2018-03-13,13,173070,2357682137,40225,732275068506,919,3925776
154,2017-12-28,6,609389,2789460667,76364,52907565962,3007,44624140
155,2015-03-30,1,486258,2084060206,82754,803044099973,5234,34065086
156,2019-07-18,14,734950,3429376420,11549,72269276546,4756,27922463
157,2020-12-01,2,947815,2777980011,16664,980441968190,4861,29368678
158,2015-08-17,8,700364,3878257010,76574,645544532186,106,6366182
159,2017-01-08,6,253066,4625375053,10497,987765126303,1000,32237810
160,2017-08-30,7,566845,1848804825,25440,188829982290,3094,67017968
161,2018-01-16,13,591411,2669716965,43484,150340963866,5894,32713821
162,2020-09-11,3,353888,2221208058,42272,726060340134,1926,16588793
163,2015-03-21,9,269072,1531475904,62622,309742999190,4134,26167035
164,2017-12-18,1,587269,4360088741,85524,625881841594,3321,37395401
165,2016-10-21,5,726268,3541347930,10663,567473922520,1450,96092572
166,2019-09-18,10,656922,1114381778,40588,705820155185,1149,67274735
167,2015-11-09,12,778886,2998446828,18950,296235889329,5747,36313328
168,2020-04-22,4,633761,1754922529,67776,264445284970,446,31500005
169,2019-05-17,14,505891,1040139643,27673,792634828155,1437,87021689
170,2017-12-12,2,644902,3289693277,77480,4456309889,1376,2305938
171,2017-03-29,7,500948,4966967486,10663,729178139237,5703,92950557
172,2015-11-29,13,902324,3561031481,40635,453952750414,2413,7810434
173,2019-01-27,14,257608,3617682163,65175,337694585923,3136,95269482
174,2020-05-11,10,851909,4725443643,48186,460743010738,3466,92896953
175,2015-01-23,12,930962,2474278076,58145,495454590221,2981,73435575
176,2015-05-20,9,299083,1688804225,56220,55587383123,2493,4544951
177,2019-04-02,6,292791,4110726276,90347,228072966141,3330,63991059
178,2020-10-01,13,851842,1219271062,74595,909908438074,5485,11606876
179,2015-03-16,2,1340,3466983093,44730,861060878184,3573,24149693
180,2015-12-12,5,196530,4744486620,64765,747475815992,687,43523315
181,2018-10-02,9,460260,2556827092,36870,497659690043,5534,56730242
182,2018-03-26,9,788044,1136431316,82809,162095526801,1126,78435836
183,2018-06-14,10,717790,736243953,78849,798063378686,2338,33151544
184,2015-07-06,12,283839,393905683,39280,172962629876,3859,45760854
185,2020-07-16,10,731171,241133909,47489,281680247077,1092,7491302
186,2018-01-26,14,371491,1091735590,39344,208627506467,1584,13879132
187,2017-06-24,3,964331,4831421605,61473,413921131841,2124,33070403
188,2015-06-18,1,840220,483688797,75409,303313638703,2476,18098045
189,2015-02-03,12,434824,2412929769,13279,979271591310,5848,67194417
190,2020-03-17,11,501954,1995731056,60670,535169459630,5717,45529277
191,2017-10-28,4,441182,4339381472,29196,306980388641,2845,27290897
192,2020-06-06,4,598969,3836141038,22426,302619287579,2899,33680325
193,2020-10-28,7,479461,3016927769,55067,973229869611,2481,46998662
194,2017-06-23,14,377960,4165907802,23110,401250899566,3732,2317855
195,2020-08-26,1,78996,1249695623,22661,428958041789,2252,85793571
196,2016-09-29,2,561898,2686634068,52857,574834451435,1665,45377081
197,2019-06-21,1,396199,3307643769,75880,52392406561,1037,88302266
198,2019-07-16,12,103105,1182293329,66511,107586477865,4848,89832434
199,2019-12-26,1,220132,4553304103,73410,702416722776,1844,70820377
200,2019-08-26,12,172583,296283606,93336,860655173913,2541,40205780
201,2017-03-08,13,773437,2515420564,64569,239049535872,2508,92666809
202,2016-06-29,10,523473,4452182611,97799,425039246062,1596,89144076
203,2020-04-15,11,687325,1947698117,96820,321151858310,3445,41322278
204,2017-07-19,5,753615,3453220372,35015,460290603620,211,9681396
205,2019-03-28,4,441559,2146957541,97870,37781863782,391,53354125
206,2019-10-30,5,560634,4828327427,16815,237638394248,5892,72703884
207,2020-05-19,9,284939,901818130,77941,281680247077,1092,7491302
208,2016-12-13,1,993703,2327494009,18317,685530972372,1197,13757746
209,2018-03-01,1,336035,4233434305,60976,256892106531,2076,58000276
210,2019-11-23,6,847126,4371410378,72040,253189394121,1075,6425272
211,2016-11-01,6,794045,1759398772,57989,338343690204,2566,82484668
212,2020-11-01,14,501880,4740172988,86034,84244735718,3634,75972601
213,2016-11-13,1,290355,2679265666,12334,95104379753,3380,23184439
214,2017-01-02,3,687186,3944172627,77376,946433184835,1206,56863447
215,2020-12-28,1,775666,3808426406,15086,885405737501,875,58809538
216,2017-11-10,5,797001,4833860618,77562,123816164313,2309,86714803
217,2017-07-14,10,984284,4111666984,22155,270620180424,3263,92643782
218,2020-10-25,5,127024,3031980712,21794,320266580263,1225,51713206
219,2015-12-08,6,630601,928361477,35307,450775274985,159,84351900
220,2019-02-12,1,381717,1149890210,80991,331654867914,1916,28369209
221,2016-11-12,11,239078,776949063,61225,869044479286,5284,51534035
222,2015-02-04,13,98477,4945881945,36310,529967377785,4890,97276113
223,2017-10-30,14,420922,4635295404,84229,710663123346,2415,11109651
224,2016-04-23,14,288227,1535415431,25672,661048198428,3157,31781409
225,2019-05-02,10,610635,2738731115,30923,847245540619,572,31258461
226,2020-12-07,3,691186,4868025715,60474,375874042273,4713,39838746
227,2017-10-17,14,486584,245421502,55359,390359065752,5219,64834678
228,2020-07-06,10,695595,2279138132,72436,669611031637,3537,35884495
229,2018-03-28,2,28282,1156768428,61402,393052022669,3827,23270385
230,2019-03-22,12,490572,4938291023,95784,729056927845,1065,42743050
231,2019-09-28,2,37885,4060373626,95411,557021911040,1434,45185775
232,2016-10-09,2,813469,989493788,18135,869300935441,3044,65392578
233,2018-01-16,11,786140,2257992411,43131,463243578323,2576,71009458
234,2016-08-09,6,988948,1740910981,74249,266311903807,5593,40406918
235,2018-08-15,3,926371,2377785482,89047,277655318180,253,94196086
236,2015-08-11,8,274826,3356886001,52301,639802981571,2593,76542935
237,2016-09-09,3,566759,459828324,13551,156879357138,2370,16656436
238,2020-02-07,14,97128,4144254317,73281,957703954277,3623,62438721
239,2016-01-02,4,503188,2428111582,96569,330224725368,2097,15642566
240,2017-10-27,9,637885,2151400355,72066,723738001306,2283,33207405
241,2015-01-28,3,783672,3934936283,61112,417792901640,4080,72802667
242,2019-01-14,2,138891,2029446893,70841,778979594121,258,34033559
243,2018-07-11,5,938790,2246324986,90045,48257866394,4596,15150613
244,2015-01-08,4,553705,3968050060,70478,540936885497,611,47597309
245,2020-11-05,8,739287,2093540692,41425,174005114514,38,96074507
246,2017-10-03,7,777049,2927315860,31401,146392415186,825,39631325
247,2016-01-24,9,591915,4148461323,13519,904718036720,4934,65150054
248,2020-06-04,5,487035,3847876544,42756,742097712974,128,56414132
249,2015-02-24,5,664338,669224010,86279,274458577678,3319,68255105
250,2020-08-01,10,523606,1953338551,26973,986758018329,2892,21813412
251,2017-06-16,8,875896,2157671821,55699,543562355373,5445,5563218
252,2018-08-20,10,75119,2684446480,46199,876142322848,4278,12627930
253,2019-04-25,5,196561,1703368949,60490,940928309365,999,42841673
254,2016-03-16,4,646131,2301358487,27192,682063100819,4551,11489363
255,2019-01-09,7,676601,149650682,15876,531406930878,3689,3438199
256,2020-01-21,8,967612,3012594426,16791,855216174068,1070,201391
257,2016-11-04,6,221259,433100256,71025,668838695629,5807,5480703
258,2020-11-02,11,883,1264270982,30604,915911163490,4541,57541185
259,2019-10-11,14,35823,3401154878,34397,863571596173,369,13785532
260,2019-10-21,10,726035,3881563060,52764,294673386602,3894,67062690
261,2020-10-17,4,993474,4314234139,34384,798335548262,4460,29887638
262,2015-04-02,3,552100,2767260267,14581,766063998765,5420,16112611
263,2018-01-18,14,797165,126117550,72811,402253649420,5933,85257928
264,2020-05-21,4,677226,4545327447,69957,849254848304,1441,53157017
265,2016-12-17,11,430428,1703952600,89989,25247294233,3294,94713305
266,2015-07-05,1,839709,938108528,14612,130023592070,430,98243000
267,2016-05-29,2,58011,1431723222,34559,596762057566,2583,74558761
268,2018-03-28,5,403937,4187357665,72440,681499722138,3888,8771304
269,2019-07-08,1,404101,2696430730,22150,29710028479,5932,866223
270,2017-12-29,11,165963,4937715812,94703,763009876624,1422,6613757
271,2017-09-20,8,188376,1940602574,23425,974267660099,5101,51770189
272,2018-10-17,8,401697,1417028967,24776,521076649543,164,19743840
273,2017-07-11,12,614951,1062833281,96575,595180360764,673,2586707
274,2017-08-19,10,858083,3683262581,13832,374815053590,3930,51061800
275,2018-01-10,7,878522,1902132342,35322,422637527042,4758,98305311
276,2018-12-09,2,101174,1299128239,93324,238552753623,2643,49939823
277,2020-12-18,13,984758,2694387259,70768,964033621931,5492,31517290
278,2018-06-16,13,335391,54971429,41654,83968315448,1733,97660834
279,2018-08-21,5,463265,35364596,51095,301421691097,1908,55620671
280,2020-02-16,1,858039,1954136273,87800,981748500035,1572,10229690
281,2016-12-04,10,625366,3678391794,41100,266476974126,769,32869554
282,2016-02-06,10,856236,2897358146,12376,788235251401,423,50338975
283,2016-06-07,10,862077,958245035,18697,262458649295,5338,21117554
284,2018-07-23,10,255414,1902907532,61674,218233166847,5803,90714098
285,2019-03-17,6,74737,3913827116,70325,296467934949,724,93650310
286,2020-10-29,11,484275,181010988,56857,774491334181,4218,77739311
287,2016-01-19,6,72087,205088223,51036,906319721135,5404,76786969
288,2020-10-01,14,814072,4802317120,61936,712135632492,4227,66089061
289,2019-11-15,6,139592,4658781789,71465,755825030436,5539,26267180
290,2020-11-01,12,728202,2292879200,94619,251997603027,2050,89146322
291,2019-05-23,2,56813,3430397716,38316,472618055580,2946,35811320
292,2015-04-06,8,995370,3428833287,78242,765177729472,3757,25133744
293,2017-11-06,1,318544,3302177577,25735,534925702506,4767,53543868
294,2017-03-29,2,638041,3160657203,15781,625407222383,5994,90676215
295,2018-10-18,9,948844,935475492,92005,420534839918,3559,67643660
296,2020-10-25,8,114897,4778100828,26450,584980257697,4120,58049491
297,2017-09-02,4,616410,2258126230,46987,439088016726,3668,81169775
298,2015-02-14,10,59958,1478083479,34480,591328604011,697,33033100
299,2016-02-24,2,924916,1370457143,11607,564680307358,4672,97485060
300,2017-05-12,6,462386,817817130,87081,230789764187,3901,34666370
301,2017-09-30,11,773619,4353006152,19916,598067286407,3873,17238987
302,2015-10-08,8,897321,4873758213,55395,786057706956,5852,26536684
303,2015-12-09,8,966369,417493916,39324,834522893301,4383,2596288
304,2019-05-12,8,790847,2740736301,67577,105513836802,486,90901581
305,2015-08-05,14,261301,1304858442,73721,83559675258,1516,43451105
306,2018-03-23,4,555084,4464475824,17997,841652147413,5676,4985007
307,2020-04-22,12,987580,3435363358,63792,245084424257,4400,21432516
308,2020-04-05,13,7222,4610452976,77678,274854652184,5683,57456842
309,2015-07-21,4,568203,2060871639,43173,837833985295,3605,46523623
310,2016-12-10,5,721255,2148112948,87970,256555790187,2439,80044659
311,2018-05-09,10,225168,2752781231,78414,500880704247,4755,70768230
312,2015-11-14,14,713969,774517621,52645,75926617071,5211,13886580
313,2015-11-20,12,101442,3295874066,84744,557697391335,133,37747812
314,2015-04-26,5,379559,2065774584,96770,654668114154,3049,77225980
315,2016-09-26,2,539561,3963682897,18301,116456545927,5401,81479454
316,2018-02-06,9,662532,3939777936,37922,963880698388,2063,33318697
317,2020-09-07,5,615909,4980329654,80907,162406784905,737,54067409
318,2015-01-12,1,278967,1511699083,54454,731291062405,2739,75548542
319,2017-10-11,11,67095,1142603142,67975,985106644475,3063,50872128
320,2020-09-20,14,263905,4463141439,96728,511854411227,3000,19386795
321,2015-09-03,5,940008,2609153416,56015,182108556432,1368,98596404
322,2016-02-14,6,616156,1928193744,50069,246952340554,1207,93031146
323,2018-08-13,11,906308,1295343890,63568,197900718508,5503,17113478
324,2020-08-04,1,414065,901235248,38210,309742999190,4134,26167035
325,2020-02-04,12,17174,2104116348,12563,880703240359,5043,54524482
326,2017-10-16,1,161700,3910103706,44290,847383320937,4540,41172694
327,2015-06-05,8,581503,1827212226,14367,766014062998,4852,59987716
328,2020-10-21,3,695441,3755028447,72502,952216415170,5521,12262853
329,2016-12-27,7,802737,4269539690,82754,629119846870,3792,82558867
330,2019-03-20,14,735717,2000741196,57961,998839130634,4620,63128804
331,2020-12-15,13,728363,2184813895,16912,488429232740,5701,94479756
332,2018-04-09,3,607563,2777724643,20765,913385442960,927,57810749
333,2015-01-17,2,34873,742123616,41210,478266881056,5227,45438326
334,2019-09-05,1,702037,4930811727,81274,343520831071,203,72651008
335,2017-09-25,3,410763,1659340041,36575,168655546248,265,12838676
336,2017-08-04,5,57837,4652951569,96233,138982000675,5993,17366023
337,2016-07-21,10,467016,682296929,38359,841426072416,3584,90162507
338,2015-01-26,13,808103,4461117066,18565,683918565139,1234,20020290
339,2019-04-02,1,925235,1938390324,34397,475342220641,4872,8381777
340,2015-01-07,7,930144,3820125104,15111,49196354631,1826,15204256
341,2020-12-18,6,577052,224482686,23955,213994686230,5291,13377323
342,2018-09-21,1,152492,496052551,44284,798328627104,479,62185796
343,2019-01-15,10,530496,4956950027,43960,211474064762,487,22164216
344,2020-06-09,7,257590,1040407167,48248,925491128377,5329,59546118
345,2018-06-01,14,445759,1420653906,10520,228699883659,2870,65556025
346,2018-10-07,10,19593,3099021598,27358,755673178431,3040,64868771
347,2017-03-02,14,19426,4472232798,86189,185867231521,2067,78918609
348,2016-07-21,7,693769,1348784532,93941,833306898981,2400,77359792
349,2016-11-02,8,525253,2747688779,37325,629767936291,1836,32426392
350,2020-07-21,3,69176,1836619782,44665,663366180035,1978,17461038
351,2020-08-28,5,501088,758041560,56335,167562709467,3435,70600886
352,2015-10-29,11,435811,2640776126,39721,153844007800,3596,93362496
353,2020-02-10,12,406046,1409973575,68908,10945110312,1048,20844171
354,2017-04-10,9,416392,4045936994,38715,249406350264,42,46058152
355,2017-03-07,9,814653,121888219,76831,411361065911,1793,10462140
356,2019-11-23,9,187689,2395988412,39011,767474406482,5267,61181808
357,2017-05-10,1,170368,3690979858,31330,959217018389,5365,23549255
358,2015-10-06,2,621773,4931689261,96406,896518794733,1536,55935109
359,2018-04-23,12,314481,4008180037,75137,974267660099,5101,51770189
360,2016-04-13,7,179709,1350128242,11577,946274416316,411,81573939
361,2018-05-30,11,394296,4810417500,20481,720149490811,1030,41382102
362,2016-04-23,2,784617,176846010,22903,252549517593,5710,31901718
363,2019-07-16,8,756878,3487849390,90727,417532246635,5851,45175516
364,2018-03-15,9,768807,4151836662,83694,653378622230,1893,55485906
365,2015-07-09,3,706183,4808158641,81880,885405737501,875,58809538
366,2017-10-01,7,364958,4705331469,87687,881359566874,4485,14297572
367,2020-07-07,10,941492,2417954148,14692,722365338555,2427,9181916
368,2020-02-06,5,730595,2239820231,81894,534007677493,3845,90411244
369,2019-02-18,3,351562,52515595,29489,88540433701,4764,93479466
370,2017-08-06,12,602013,545878492,42130,511391095202,4396,36153026
371,2018-10-23,12,768892,2654909222,47269,87549619116,1476,46235789
372,2020-02-03,4,84068,3140785526,99205,986539388386,1845,58751268
373,2017-06-12,10,224094,3597446438,52266,686793101034,5437,57707629
374,2016-03-02,8,616452,1958534444,69497,960326169570,1567,78009922
375,2015-05-17,11,940614,3428284258,67343,703182537531,1327,67380042
376,2020-10-05,13,942552,272588070,12940,370221597571,2405,69785528
377,2016-08-22,12,861002,2218544509,40846,280723611853,1899,24074547
378,2016-10-14,1,962502,2826486117,42431,362206787150,22,12408213
379,2017-11-04,9,888079,1406175747,29333,262458649295,5338,21117554
380,2020-02-21,9,450789,2666596417,94470,948535059874,3071,30545123
381,2019-08-07,12,686448,2912657902,62435,390024144283,5611,42995500
382,2018-11-06,3,542805,1304982112,42071,344274021424,976,39228967
383,2019-08-29,5,278273,2927557626,31824,965101402614,5170,12064735
384,2017-11-03,8,581832,899798341,81123,185152877072,5136,58757846
385,2017-12-26,10,745161,1854996347,44342,96297404336,938,61185132
386,2016-05-20,5,647259,4724990089,18437,692050032576,4472,64847698
387,2018-04-19,3,627406,1897413080,42698,597882702402,1108,17970991
388,2015-11-11,3,429616,3396571187,52716,928145221372,1330,55777976
389,2015-03-28,10,47408,2296784689,37818,94519597792,5592,89831441
390,2015-03-25,9,193835,3000357646,96842,212011928778,806,50358048
391,2017-11-30,13,106072,2476860848,46116,53160297788,438,94451703
392,2016-08-07,6,828848,2225192005,35727,831672158524,389,81368131
393,2017-05-21,11,805725,4025012364,44187,819136426887,254,74252439
394,2019-01-17,11,674707,65223337,94463,784982506797,5032,84116282
395,2015-03-17,1,842444,4023457823,64847,287386371461,3088,72700528
396,2018-10-08,14,458633,3137804181,86143,877709136718,2901,74051315
397,2017-09-30,14,943704,2618211886,34459,936412342504,4418,43192287
398,2018-09-20,3,581618,1801797211,56562,779153169947,2868,38618171
399,2016-11-27,7,871501,188968237,66590,361313644778,1203,11876534
400,2019-11-09,6,590121,4424638243,46686,390649790286,1356,92342946
401,2017-04-30,6,296722,51113306,19620,835130071404,5105,33723785
402,2016-01-05,2,814134,1392627831,62874,347190324528,3514,96203435
403,2016-05-05,12,637350,471877413,99806,122026781185,1999,39919742
404,2020-12-19,11,767208,2137496133,37660,10784430192,3533,73067509
405,2015-05-29,6,471862,2212682912,43040,185152877072,5136,58757846
406,2016-12-12,3,775702,4918035168,72291,697546797948,3153,92446946
407,2018-04-10,3,956291,4537572045,20039,219233949938,5107,29987225
408,2019-06-09,13,668760,1389465276,82745,88480872292,1988,8532059
409,2015-06-17,10,767477,4749641155,46948,286253211497,5504,91413652
410,2019-11-12,5,976220,4213715801,50981,746922785386,630,58238950
411,2019-01-10,12,866078,4213765459,10879,97833702608,521,12892322
412,2017-03-21,7,978725,603816960,22623,409754127053,4481,82285917
413,2020-10-03,7,415055,4137089634,16594,485057886761,5677,95829157
414,2019-04-04,7,455936,434425881,23103,161148193091,3663,95502336
415,2017-12-30,5,878533,1867954622,48832,732085499498,5635,69913212
416,2018-05-08,6,660960,2845301528,80683,839681318968,970,60007869
